Date/Time,Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
01/09/2022 07:00,1.281,2.38,5.966,7.819,91.0,25.5
01/09/2022 07:30,1.408,2.62,6.176,7.933,83.0,25.5
01/09/2022 08:00,1.271,1.93,6.06,8.198,87.0,25.55
01/09/2022 08:30,1.286,2.29,5.797,7.82,84.0,25.6
01/09/2022 09:00,1.273,2.41,5.718,7.66,90.0,25.7
01/09/2022 09:30,1.363,2.3,6.32,8.199,92.0,25.85
01/09/2022 10:00,1.334,2.42,5.942,7.849,88.0,26.0
01/09/2022 10:30,1.298,2.32,5.912,8.126,92.0,26.15
01/09/2022 11:00,1.321,2.25,6.076,8.301,94.0,26.25
01/09/2022 11:30,1.251,1.88,5.816,8.1,88.0,26.45
01/09/2022 12:00,1.317,1.93,5.869,8.2,97.0,26.6
01/09/2022 12:30,1.309,2.27,5.644,7.983,94.0,26.7
01/09/2022 13:00,1.295,1.98,6.177,8.205,92.0,26.85
01/09/2022 13:30,1.302,2.17,6.364,7.824,92.0,27.0
01/09/2022 14:00,1.251,1.91,6.075,7.584,95.0,26.9
01/09/2022 14:30,1.223,2.09,5.974,7.614,88.0,27.0
01/09/2022 15:00,1.235,2.14,6.402,8.216,94.0,27.0
01/09/2022 15:30,1.247,1.79,6.119,7.807,91.0,27.05
01/09/2022 16:00,1.29,2.19,5.896,7.848,97.0,27.05
01/09/2022 16:30,1.249,2.01,5.761,7.61,97.0,27.0
01/09/2022 17:00,1.245,2.48,5.928,8.112,90.0,27.0
01/09/2022 17:30,1.138,1.88,6.014,8.125,94.0,26.9
01/09/2022 18:00,1.152,1.83,6.05,7.033,91.0,26.8
01/09/2022 18:30,1.235,2.11,6.067,7.269,95.0,26.75
01/09/2022 19:00,1.343,2.16,6.274,7.879,88.0,26.65
01/09/2022 19:30,1.249,2.13,5.938,8.133,88.0,26.55
01/09/2022 20:00,1.185,2.08,5.853,8.465,95.0,26.65
01/09/2022 20:30,1.224,2.3,5.725,8.096,95.0,26.6
01/09/2022 21:00,1.152,2.01,5.55,7.567,91.0,26.5
01/09/2022 21:30,1.277,2.05,5.647,7.876,98.0,26.5
01/09/2022 22:00,1.161,1.76,5.48,8.528,94.0,26.55
01/09/2022 22:30,1.21,2.13,5.489,8.651,104.0,26.5
01/09/2022 23:00,1.288,2.17,5.733,8.116,97.0,26.4
01/09/2022 23:30,1.207,1.91,5.454,8.161,95.0,26.45
01/10/2022 00:00,1.247,1.88,5.662,8.819,97.0,26.4
01/10/2022 00:30,1.22,1.9,5.512,8.099,94.0,26.3
01/10/2022 01:00,1.241,2.03,5.459,8.886,98.0,26.25
01/10/2022 01:30,1.21,2.01,5.339,7.771,95.0,26.2
01/10/2022 02:00,1.217,1.84,5.736,7.888,98.0,26.15
01/10/2022 02:30,1.27,2.1,5.502,8.152,90.0,26.05
01/10/2022 03:00,1.164,2.14,5.366,7.875,91.0,25.95
01/10/2022 03:30,1.274,1.99,5.344,8.057,98.0,25.95
01/10/2022 04:00,1.174,1.94,5.446,8.174,95.0,25.9
01/10/2022 04:30,1.265,2.15,5.416,7.934,85.0,25.9
01/10/2022 05:00,1.203,1.92,5.269,8.205,97.0,25.9
01/10/2022 05:30,1.167,1.75,5.31,7.848,95.0,25.85
01/10/2022 06:00,1.277,2.06,5.657,7.576,97.0,25.85
01/10/2022 06:30,1.225,1.99,5.412,7.638,88.0,25.85
01/10/2022 07:00,1.276,2.33,5.487,8.067,92.0,25.85
01/10/2022 07:30,1.244,1.83,5.43,7.891,84.0,25.85
01/10/2022 08:00,1.237,2.08,5.382,7.86,87.0,25.85
01/10/2022 08:30,1.244,1.9,5.408,8.921,95.0,25.9
01/10/2022 09:00,1.244,2.11,5.319,7.33,97.0,25.9
01/10/2022 09:30,1.305,2.2,5.234,8.522,99.0,25.9
01/10/2022 10:00,1.2,1.84,5.034,7.853,97.0,25.95
01/10/2022 10:30,1.239,2.05,5.02,7.831,102.0,26.0
01/10/2022 11:00,1.311,2.69,5.162,9.265,92.0,26.05
01/10/2022 11:30,1.171,2.33,4.828,8.106,102.0,26.05
01/10/2022 12:00,1.191,1.79,5.142,8.079,95.0,26.05
01/10/2022 12:30,1.192,2.0,4.851,7.917,98.0,26.1
01/10/2022 13:00,1.167,1.86,4.843,7.286,99.0,26.15
01/10/2022 13:30,1.196,1.93,4.954,8.51,90.0,26.15
01/10/2022 14:00,1.141,1.95,4.945,8.51,95.0,26.15
01/10/2022 14:30,1.159,2.51,4.777,7.561,92.0,26.15
01/10/2022 15:00,1.173,2.05,4.779,7.832,95.0,26.15
01/10/2022 15:30,1.13,1.88,4.828,9.363,91.0,26.15
01/10/2022 16:00,1.135,1.72,4.69,5.486,104.0,26.1
01/10/2022 16:30,1.228,2.32,4.86,7.688,102.0,26.05
01/10/2022 17:00,1.187,1.85,4.802,7.847,90.0,26.05
01/10/2022 17:30,1.188,2.26,4.678,7.274,95.0,26.05
01/10/2022 18:00,1.251,2.02,4.791,8.453,101.0,26.05
01/10/2022 18:30,1.221,1.81,4.765,7.219,91.0,26.0
01/10/2022 19:00,1.262,2.02,4.943,5.634,88.0,26.0
01/10/2022 19:30,1.265,2.07,4.744,6.934,81.0,26.0
01/10/2022 20:00,1.317,2.29,5.149,7.857,78.0,25.95
01/10/2022 20:30,1.326,2.06,5.089,6.133,88.0,25.95
01/10/2022 21:00,1.317,2.17,4.888,5.995,85.0,25.95
01/10/2022 21:30,1.305,2.5,4.808,6.544,94.0,25.95
01/10/2022 22:00,1.34,2.0,5.032,5.625,105.0,25.95
01/10/2022 22:30,1.338,2.68,4.639,6.55,102.0,25.95
01/10/2022 23:00,1.424,2.25,5.01,5.444,91.0,25.95
01/10/2022 23:30,1.428,2.37,4.931,6.145,97.0,25.95
01/11/2022 00:00,1.366,2.47,4.891,5.963,105.0,25.9
01/11/2022 00:30,1.356,2.31,5.055,5.644,97.0,25.9
01/11/2022 01:00,1.331,2.35,5.1,6.778,92.0,25.9
01/11/2022 01:30,1.29,2.45,5.033,5.958,99.0,25.9
01/11/2022 02:00,1.344,2.16,5.07,7.0,95.0,25.9
01/11/2022 02:30,1.258,1.96,4.929,7.844,101.0,25.9
01/11/2022 03:00,1.292,2.36,4.987,6.183,94.0,25.85
01/11/2022 03:30,1.303,2.03,4.941,6.14,106.0,25.85
01/11/2022 04:00,1.272,2.01,5.079,7.859,98.0,25.85
01/11/2022 04:30,1.356,2.26,5.108,7.446,92.0,25.85
01/11/2022 05:00,1.238,2.03,5.148,8.171,102.0,25.85
01/11/2022 05:30,1.394,2.45,5.367,8.5,104.0,25.85
01/11/2022 06:00,1.465,2.77,5.452,8.451,99.0,25.85
01/11/2022 06:30,1.468,2.47,5.439,7.648,94.0,25.85
01/11/2022 07:00,1.495,2.64,5.534,6.558,98.0,25.85
01/11/2022 07:30,1.704,3.03,5.744,7.89,92.0,25.9
01/11/2022 08:00,1.74,2.63,5.549,7.56,92.0,25.9
01/11/2022 08:30,1.704,2.955,5.982,7.826,102.0,25.9
01/11/2022 09:00,1.766,2.92,5.618,11.554,98.0,25.9
01/11/2022 09:30,1.877,3.03,5.887,7.521,95.0,25.9
01/11/2022 10:00,1.795,2.71,6.136,11.415,94.0,25.9
01/11/2022 10:30,2.024,3.78,6.257,11.457,91.0,25.95
01/11/2022 11:00,2.029,3.81,6.204,9.831,94.0,25.95
01/11/2022 11:30,2.159,3.45,6.635,10.976,95.0,25.95
01/11/2022 12:00,2.118,3.14,6.271,11.534,95.0,26.0
01/11/2022 12:30,2.102,3.42,6.508,11.0,94.0,26.0
01/11/2022 13:00,2.145,3.37,6.427,10.422,91.0,26.05
01/11/2022 13:30,2.137,3.37,6.369,11.466,85.0,26.05
01/11/2022 14:00,2.066,3.51,6.093,11.383,92.0,26.05
01/11/2022 14:30,2.035,3.295,6.133,10.269,90.0,26.05
01/11/2022 15:00,1.961,3.03,5.958,10.748,90.0,26.05
01/11/2022 15:30,1.989,3.17,6.225,10.871,88.0,26.05
01/11/2022 16:00,1.998,4.12,6.393,11.419,90.0,26.05
01/11/2022 16:30,1.864,2.81,5.957,11.026,91.0,26.05
01/11/2022 17:00,1.934,3.63,6.273,10.89,91.0,26.05
01/11/2022 17:30,2.027,3.24,6.514,11.196,91.0,26.05
01/11/2022 18:00,1.85,2.92,6.247,10.825,90.0,26.05
01/11/2022 18:30,1.878,2.59,6.469,10.76,88.0,26.0
01/11/2022 19:00,1.897,3.01,6.413,10.544,85.0,26.0
01/11/2022 19:30,1.905,2.77,6.121,10.791,84.0,26.0
01/11/2022 20:00,1.779,2.69,5.896,10.817,84.0,25.95
01/11/2022 20:30,1.873,2.856,5.71,10.694,88.0,25.95
01/11/2022 21:00,1.953,3.18,5.994,11.404,87.0,25.95
01/11/2022 21:30,1.961,3.1,6.155,10.806,85.0,25.95
01/11/2022 22:00,1.979,3.22,5.902,10.724,87.0,25.95
01/11/2022 22:30,2.13,3.41,6.097,10.836,87.0,25.95
01/11/2022 23:00,1.928,3.244,5.947,10.785,87.0,25.95
01/11/2022 23:30,2.021,4.03,5.974,10.631,85.0,25.95
01/12/2022 00:00,1.989,2.94,5.973,9.427,90.0,25.9
01/12/2022 00:30,2.054,3.07,6.294,10.447,90.0,25.9
01/12/2022 01:00,1.842,3.14,5.637,10.744,85.0,25.9
01/12/2022 01:30,2.152,3.42,6.15,10.721,94.0,25.9
01/12/2022 02:00,1.95,3.02,6.185,10.363,94.0,25.9
01/12/2022 02:30,2.018,3.21,6.096,10.108,92.0,25.85
01/12/2022 03:00,1.926,3.0,6.345,10.729,90.0,25.85
01/12/2022 03:30,2.14,3.22,6.524,10.362,91.0,25.85
01/12/2022 04:00,1.942,3.33,6.041,10.304,88.0,25.85
01/12/2022 04:30,2.006,3.4,6.165,10.313,90.0,25.85
01/12/2022 05:00,2.037,3.09,6.507,10.284,91.0,25.8
01/12/2022 05:30,1.89,3.09,6.33,8.061,92.0,25.85
01/12/2022 06:00,1.891,2.86,6.367,9.844,92.0,25.8
01/12/2022 06:30,1.904,3.24,6.367,10.689,87.0,25.8
01/12/2022 07:00,1.893,4.4,6.284,10.798,88.0,25.8
01/12/2022 07:30,1.912,3.7,6.374,9.869,85.0,25.85
01/12/2022 08:00,1.772,3.41,6.179,10.186,87.0,25.85
01/12/2022 08:30,1.635,2.62,6.047,10.183,81.0,25.9
01/12/2022 09:00,1.642,2.83,5.883,11.343,83.0,25.9
01/12/2022 09:30,1.663,2.76,6.075,9.686,88.0,25.9
01/12/2022 10:00,1.75,3.07,6.104,10.287,88.0,25.9
01/12/2022 10:30,1.735,3.08,5.91,8.446,90.0,25.95
01/12/2022 11:00,1.818,3.1,6.281,10.279,87.0,25.95
01/12/2022 11:30,1.654,2.35,5.856,10.779,91.0,26.0
01/12/2022 12:00,1.644,3.06,5.848,8.446,87.0,26.0
01/12/2022 12:30,1.674,2.73,5.829,10.84,87.0,26.05
01/12/2022 13:00,1.64,2.78,6.072,9.752,90.0,26.05
01/12/2022 13:30,1.684,2.96,5.888,10.259,87.0,26.05
01/12/2022 14:00,1.653,2.95,5.922,8.71,90.0,26.05
01/12/2022 14:30,1.691,2.51,5.747,10.238,85.0,26.1
01/12/2022 15:00,1.745,3.02,6.102,10.681,83.0,26.05
01/12/2022 15:30,1.633,2.853,5.629,9.762,85.0,26.05
01/12/2022 16:00,1.753,2.97,5.911,11.365,92.0,26.1
01/12/2022 16:30,1.71,2.83,5.885,8.188,88.0,26.05
01/12/2022 17:00,1.742,2.94,6.049,10.884,87.0,26.05
01/12/2022 17:30,1.677,2.67,5.873,7.922,87.0,26.05
01/12/2022 18:00,1.788,2.98,6.246,10.755,84.0,26.05
01/12/2022 18:30,1.699,2.74,5.897,8.501,94.0,26.0
01/12/2022 19:00,1.761,3.15,6.226,11.143,87.0,26.0
01/12/2022 19:30,1.86,3.73,5.966,10.794,91.0,26.0
01/12/2022 20:00,1.942,3.54,6.417,10.259,87.0,25.95
01/12/2022 20:30,1.963,2.98,6.403,10.823,90.0,25.95
01/12/2022 21:00,1.888,3.0,6.185,10.441,88.0,25.95
01/12/2022 21:30,1.84,2.99,6.234,10.813,95.0,25.95
01/12/2022 22:00,1.927,2.84,6.178,13.97,87.0,25.95
01/12/2022 22:30,1.965,3.25,6.383,9.87,84.0,25.95
01/12/2022 23:00,2.009,3.56,6.361,9.802,85.0,25.95
01/12/2022 23:30,1.972,3.03,6.202,10.361,91.0,25.95
01/13/2022 00:00,1.959,3.65,6.26,10.877,88.0,25.9
01/13/2022 00:30,2.047,3.96,6.38,8.834,94.0,25.9
01/13/2022 01:00,2.008,3.52,6.337,10.777,92.0,25.9
01/13/2022 01:30,2.055,3.66,6.431,10.628,87.0,25.9
01/13/2022 02:00,1.967,3.26,6.433,13.031,94.0,25.9
01/13/2022 02:30,1.986,3.44,6.539,10.734,87.0,25.9
01/13/2022 03:00,2.018,3.04,6.508,9.95,87.0,25.9
01/13/2022 03:30,1.97,3.37,6.331,8.933,84.0,25.9
01/13/2022 04:00,1.976,3.23,6.631,10.647,85.0,25.85
01/13/2022 04:30,1.93,3.26,6.355,10.331,91.0,25.85
01/13/2022 05:00,2.063,3.37,6.753,10.36,90.0,25.85
01/13/2022 05:30,1.817,2.97,6.452,10.51,90.0,25.85
01/13/2022 06:00,2.02,3.25,6.875,10.223,87.0,25.8
01/13/2022 06:30,1.985,3.11,6.465,10.408,94.0,25.85
01/13/2022 07:00,1.957,2.74,6.708,10.891,87.0,25.85
01/13/2022 07:30,2.063,4.05,6.926,9.902,90.0,25.85
01/13/2022 08:00,1.989,3.42,6.808,10.904,92.0,25.85
01/13/2022 08:30,1.846,2.9,6.544,12.83,87.0,25.85
01/13/2022 09:00,2.07,3.35,6.985,7.858,97.0,25.85
01/13/2022 09:30,2.127,3.58,6.744,10.805,81.0,25.9
01/13/2022 10:00,1.93,3.59,6.59,10.322,91.0,25.95
01/13/2022 10:30,1.888,3.16,6.709,12.804,87.0,26.05
01/13/2022 11:00,1.989,3.23,6.63,10.757,75.0,26.15
01/13/2022 11:30,1.962,3.34,6.691,12.95,80.0,26.15
01/13/2022 12:00,1.885,3.11,6.343,12.224,81.0,26.2
01/13/2022 12:30,1.897,3.63,6.75,10.57,81.0,26.2
01/13/2022 13:00,1.904,3.51,6.359,10.717,85.0,26.2
01/13/2022 13:30,1.941,2.93,7.042,10.233,84.0,26.2
01/13/2022 14:00,1.809,3.07,6.465,12.197,84.0,26.25
01/13/2022 14:30,1.71,2.85,5.846,11.591,87.0,26.2
01/13/2022 15:00,1.93,2.87,6.952,12.123,88.0,26.25
01/13/2022 15:30,1.801,2.78,6.652,12.234,91.0,26.25
01/13/2022 16:00,1.796,3.04,6.555,12.846,81.0,26.2
01/13/2022 16:30,1.778,2.79,6.387,10.205,87.0,26.2
01/13/2022 17:00,1.898,2.81,6.68,10.968,75.0,26.2
01/13/2022 17:30,1.794,2.82,6.682,9.78,84.0,26.2
01/13/2022 18:00,1.934,3.51,6.832,12.005,81.0,26.2
01/13/2022 18:30,1.762,3.03,6.632,10.755,84.0,26.15
01/13/2022 19:00,1.784,2.78,6.301,8.176,78.0,26.15
01/13/2022 19:30,1.822,3.53,6.353,13.066,87.0,26.05
01/13/2022 20:00,1.778,2.62,6.467,12.867,92.0,26.05
01/13/2022 20:30,1.903,3.63,6.397,12.83,97.0,26.0
01/13/2022 21:00,1.774,2.78,6.208,12.627,83.0,25.95
01/13/2022 21:30,1.778,3.4,6.13,8.176,85.0,25.95
01/13/2022 22:00,1.78,3.09,6.273,12.647,88.0,25.95
01/13/2022 22:30,1.854,3.44,6.542,12.762,91.0,25.95
01/13/2022 23:00,1.753,2.76,6.427,12.219,87.0,25.95
01/13/2022 23:30,1.883,2.99,6.495,12.659,88.0,25.95
01/14/2022 00:00,1.639,2.86,6.142,8.979,91.0,25.95
01/14/2022 00:30,1.825,3.41,6.35,9.831,88.0,25.9
01/14/2022 01:00,1.896,3.01,6.619,12.392,94.0,25.9
01/14/2022 01:30,1.714,2.61,5.955,12.585,88.0,25.95
01/14/2022 02:00,1.689,2.85,6.041,12.859,85.0,25.95
01/14/2022 02:30,1.637,2.47,6.214,8.63,90.0,25.95
01/14/2022 03:00,1.637,2.56,6.059,11.474,90.0,25.95
01/14/2022 03:30,1.667,2.68,5.833,11.696,90.0,25.95
01/14/2022 04:00,1.629,2.52,6.13,11.526,97.0,25.95
01/14/2022 04:30,1.617,2.41,6.269,11.688,88.0,25.95
01/14/2022 05:00,1.593,2.68,6.048,12.076,81.0,25.95
01/14/2022 05:30,1.618,2.62,6.26,10.337,99.0,25.95
01/14/2022 06:00,1.59,2.39,5.871,7.336,90.0,25.95
01/14/2022 06:30,1.603,2.38,6.104,11.326,88.0,26.0
01/14/2022 07:00,1.633,2.65,6.083,12.108,95.0,25.95
01/14/2022 07:30,1.534,2.41,5.849,12.242,88.0,25.95
01/14/2022 08:00,1.62,2.3,5.933,12.119,95.0,25.95
01/14/2022 08:30,1.555,2.33,5.853,12.15,95.0,26.0
01/14/2022 09:00,1.676,2.73,6.517,11.542,92.0,26.0
01/14/2022 09:30,1.669,2.46,6.464,12.181,94.0,26.0
01/14/2022 10:00,1.634,2.81,6.508,12.088,91.0,26.0
01/14/2022 10:30,1.668,2.93,6.176,12.055,90.0,26.05
01/14/2022 11:00,1.623,2.59,6.51,10.96,92.0,26.05
01/14/2022 11:30,1.627,3.02,6.466,12.118,95.0,26.15
01/14/2022 12:00,1.644,3.36,6.752,10.892,90.0,26.2
01/14/2022 12:30,1.6,2.56,6.666,11.78,95.0,26.2
01/14/2022 13:00,1.843,2.76,7.125,12.012,88.0,26.25
01/14/2022 13:30,1.675,2.37,6.822,11.414,91.0,26.35
01/14/2022 14:00,1.725,2.86,6.733,12.0,94.0,26.35
01/14/2022 14:30,1.586,2.93,6.815,10.753,92.0,26.3
01/14/2022 15:00,1.624,2.76,6.867,11.863,92.0,26.35
01/14/2022 15:30,1.614,2.62,6.72,11.807,97.0,26.35
01/14/2022 16:00,1.657,2.6,7.107,11.398,91.0,26.3
01/14/2022 16:30,1.754,2.49,7.262,11.727,91.0,26.2
01/14/2022 17:00,1.772,3.0,6.922,11.61,91.0,26.2
01/14/2022 17:30,1.685,2.83,7.019,12.12,94.0,26.2
01/14/2022 18:00,1.616,2.9,6.713,11.434,92.0,26.15
01/14/2022 18:30,1.578,2.56,6.869,10.904,90.0,26.15
01/14/2022 19:00,1.571,2.22,6.951,12.049,102.0,26.15
01/14/2022 19:30,1.658,2.66,7.258,10.343,91.0,26.15
01/14/2022 20:00,1.548,2.88,7.518,12.015,92.0,26.1
01/14/2022 20:30,1.596,2.88,7.182,12.094,90.0,26.05
01/14/2022 21:00,1.523,2.42,7.161,11.49,87.0,26.05
01/14/2022 21:30,1.482,2.49,7.121,12.067,91.0,26.05
01/14/2022 22:00,1.513,2.48,7.08,10.946,87.0,26.05
01/14/2022 22:30,1.499,2.52,7.052,10.61,92.0,26.05
01/14/2022 23:00,1.467,2.17,7.087,11.559,98.0,26.05
01/14/2022 23:30,1.603,2.42,7.133,12.018,95.0,26.05
01/15/2022 00:00,1.504,2.55,7.354,12.125,95.0,26.05
01/15/2022 00:30,1.613,2.66,6.994,11.703,94.0,26.05
01/15/2022 01:00,1.614,2.84,7.314,11.441,90.0,26.05
01/15/2022 01:30,1.457,2.44,6.703,11.356,92.0,26.05
01/15/2022 02:00,1.553,2.59,7.31,10.94,90.0,26.0
01/15/2022 02:30,1.596,2.49,7.312,11.592,91.0,25.95
01/15/2022 03:00,1.584,2.68,7.122,11.272,90.0,25.95
01/15/2022 03:30,1.529,2.33,7.334,11.534,92.0,25.95
01/15/2022 04:00,1.499,2.92,7.259,12.039,95.0,25.95
01/15/2022 04:30,1.481,2.22,7.551,11.83,95.0,26.05
01/15/2022 05:00,1.586,2.65,7.711,11.313,98.0,26.05
01/15/2022 05:30,1.489,2.38,7.508,11.603,91.0,26.05
01/15/2022 06:00,1.393,2.32,6.986,12.167,97.0,26.05
01/15/2022 06:30,1.619,3.02,8.168,11.735,88.0,26.05
01/15/2022 07:00,1.51,2.39,7.491,10.961,91.0,26.05
01/15/2022 07:30,1.616,2.7,7.639,11.626,92.0,26.05
01/15/2022 08:00,1.635,2.87,7.653,12.001,88.0,26.05
01/15/2022 08:30,1.599,2.49,7.89,12.036,91.0,26.05
01/15/2022 09:00,1.568,2.45,7.756,11.411,94.0,26.25
01/15/2022 09:30,1.761,2.78,8.089,11.479,84.0,26.65
01/15/2022 10:00,1.707,3.0,8.355,11.565,91.0,26.85
01/15/2022 10:30,1.667,2.52,8.221,10.922,83.0,27.1
01/15/2022 11:00,1.51,2.33,7.982,11.484,84.0,27.35
01/15/2022 11:30,1.696,2.9,8.035,11.437,88.0,27.4
01/15/2022 12:00,1.75,2.87,8.163,11.426,88.0,27.5
01/15/2022 12:30,1.636,3.13,7.746,11.473,92.0,27.25
01/15/2022 13:00,1.66,2.73,7.546,11.009,91.0,26.9
01/15/2022 13:30,1.434,2.56,7.529,11.019,97.0,27.0
01/15/2022 14:00,1.88,2.82,8.283,11.267,94.0,27.0
01/15/2022 14:30,1.654,2.64,7.681,11.608,98.0,27.1
01/15/2022 15:00,1.471,2.57,7.252,11.531,98.0,26.95
01/15/2022 15:30,1.676,2.97,7.657,11.475,98.0,26.85
01/15/2022 16:00,1.67,2.45,7.465,10.819,106.0,26.7
01/15/2022 16:30,1.558,2.33,7.499,11.489,101.0,26.75
01/15/2022 17:00,1.794,3.07,7.907,12.114,95.0,26.7
01/15/2022 17:30,1.681,2.81,7.376,11.406,104.0,26.55
01/15/2022 18:00,1.733,2.87,7.669,12.117,99.0,26.45
01/15/2022 18:30,1.777,3.32,7.114,10.767,101.0,26.4
01/15/2022 19:00,1.782,2.8,7.334,12.255,108.0,26.3
01/15/2022 19:30,1.833,3.03,7.335,11.546,102.0,26.3
01/15/2022 20:00,1.571,2.82,7.148,12.708,99.0,26.25
01/15/2022 20:30,1.691,3.24,6.924,12.276,102.0,26.2
01/15/2022 21:00,1.912,3.66,7.523,12.025,94.0,26.25
01/15/2022 21:30,1.7,2.86,6.934,11.115,95.0,26.25
01/15/2022 22:00,1.838,3.24,7.164,12.598,99.0,26.25
01/15/2022 22:30,1.995,3.38,7.3,12.437,92.0,26.2
01/15/2022 23:00,1.939,3.75,6.956,12.692,97.0,26.2
01/15/2022 23:30,1.752,2.77,6.624,12.983,98.0,26.2
01/16/2022 00:00,2.162,3.62,7.916,12.76,95.0,26.15
01/16/2022 00:30,1.988,3.54,7.212,12.095,92.0,26.15
01/16/2022 01:00,2.156,3.42,7.501,11.691,98.0,26.1
01/16/2022 01:30,2.261,3.41,8.04,12.485,97.0,26.05
01/16/2022 02:00,2.058,3.28,7.422,12.884,94.0,26.05
01/16/2022 02:30,2.113,3.49,8.274,12.411,94.0,26.1
01/16/2022 03:00,2.113,3.57,8.34,12.189,90.0,26.2
01/16/2022 03:30,2.278,3.46,8.953,12.247,97.0,26.2
01/16/2022 04:00,2.184,3.55,7.908,13.613,92.0,26.3
01/16/2022 04:30,1.861,3.88,6.912,12.931,95.0,26.3
01/16/2022 05:00,1.955,3.8,8.644,14.178,95.0,26.3
01/16/2022 05:30,2.305,3.54,8.864,14.736,92.0,26.3
01/16/2022 06:00,2.321,3.68,9.353,13.584,97.0,26.35
01/16/2022 06:30,2.012,3.79,7.901,14.007,90.0,26.35
01/16/2022 07:00,2.138,3.38,8.624,14.774,95.0,26.3
01/16/2022 07:30,2.482,3.94,9.823,13.927,94.0,26.35
01/16/2022 08:00,2.39,3.61,9.077,13.889,94.0,26.4
01/16/2022 08:30,2.408,4.82,10.146,13.838,87.0,26.4
01/16/2022 09:00,2.119,3.56,8.831,13.894,97.0,26.4
01/16/2022 09:30,2.268,3.87,9.789,12.873,88.0,26.45
01/16/2022 10:00,2.277,3.55,10.023,12.763,90.0,26.55
01/16/2022 10:30,1.92,2.68,9.504,13.73,97.0,26.75
01/16/2022 11:00,2.144,3.54,9.4,14.494,94.0,26.9
01/16/2022 11:30,1.905,3.48,9.828,13.292,91.0,26.95
01/16/2022 12:00,1.915,2.9,9.253,12.556,95.0,26.85
01/16/2022 12:30,2.103,3.06,9.681,13.064,88.0,26.8
01/16/2022 13:00,1.973,3.53,9.046,13.793,90.0,26.8
01/16/2022 13:30,1.943,2.97,8.552,12.885,99.0,26.8
01/16/2022 14:00,2.053,3.8,8.86,13.686,97.0,26.8
01/16/2022 14:30,1.906,2.89,8.374,12.88,98.0,26.85
01/16/2022 15:00,1.99,3.4,8.736,13.255,98.0,26.85
01/16/2022 15:30,1.906,3.27,7.609,12.262,98.0,26.85
01/16/2022 16:00,2.017,3.43,7.949,12.458,98.0,26.85
01/16/2022 16:30,1.846,2.79,7.893,11.575,102.0,26.85
01/16/2022 17:00,1.976,3.12,7.8,12.173,104.0,26.85
01/16/2022 17:30,2.084,3.05,8.302,12.655,105.0,26.8
01/16/2022 18:00,2.023,3.12,8.071,14.652,105.0,26.75
01/16/2022 18:30,2.19,3.68,8.561,14.288,97.0,26.6
01/16/2022 19:00,2.088,3.93,7.72,11.563,101.0,26.55
01/16/2022 19:30,1.991,3.48,7.799,12.083,99.0,26.5
01/16/2022 20:00,2.052,4.0,7.563,14.084,98.0,26.45
01/16/2022 20:30,2.01,3.15,7.913,12.723,104.0,26.4
01/16/2022 21:00,2.036,4.1,7.812,14.073,98.0,26.35
01/16/2022 21:30,1.911,4.21,7.166,13.762,94.0,26.4
01/16/2022 22:00,1.855,3.43,7.225,13.703,94.0,26.5
01/16/2022 22:30,1.904,2.97,7.658,14.457,101.0,26.55
01/16/2022 23:00,1.994,3.22,7.89,13.592,90.0,26.55
01/16/2022 23:30,2.285,3.55,9.01,13.146,91.0,26.65
01/17/2022 00:00,2.174,3.37,8.419,12.358,97.0,26.65
01/17/2022 00:30,2.197,3.61,8.245,12.51,94.0,26.55
01/17/2022 01:00,2.04,3.19,8.261,12.265,94.0,26.55
01/17/2022 01:30,1.98,3.73,8.374,13.792,98.0,26.55
01/17/2022 02:00,1.908,2.71,8.436,14.022,88.0,26.55
01/17/2022 02:30,2.052,3.83,9.004,14.562,94.0,26.55
01/17/2022 03:00,2.005,3.1,9.07,13.322,92.0,26.55
01/17/2022 03:30,2.082,3.75,8.908,13.777,95.0,26.55
01/17/2022 04:00,2.162,3.66,9.385,13.001,92.0,26.55
01/17/2022 04:30,1.856,3.4,8.463,13.046,98.0,26.55
01/17/2022 05:00,1.805,2.6,8.754,12.752,92.0,26.55
01/17/2022 05:30,1.743,2.96,8.689,13.766,88.0,26.55
01/17/2022 06:00,1.756,3.12,8.973,13.904,97.0,26.55
01/17/2022 06:30,1.797,2.55,9.491,12.821,91.0,26.55
01/17/2022 07:00,1.999,3.56,9.097,12.877,92.0,26.55
01/17/2022 07:30,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
01/17/2022 08:00,1.809,2.78,9.546,13.936,-99.9,-99.9
01/17/2022 08:30,1.802,2.95,8.98,14.024,101.0,26.85
01/17/2022 09:00,1.733,2.67,9.299,13.661,98.0,27.05
01/17/2022 09:30,1.722,2.9,9.017,13.528,95.0,27.4
01/17/2022 10:00,1.959,2.91,9.336,12.883,101.0,27.4
01/17/2022 10:30,1.735,2.76,8.972,13.658,97.0,27.45
01/17/2022 11:00,1.661,2.2,9.924,12.65,102.0,27.25
01/17/2022 11:30,1.831,2.89,9.114,13.74,99.0,27.3
01/17/2022 12:00,1.739,2.75,9.297,13.638,99.0,27.35
01/17/2022 12:30,1.503,3.0,8.17,11.509,102.0,27.3
01/17/2022 13:00,1.686,2.82,7.95,12.823,95.0,27.2
01/17/2022 13:30,1.501,2.74,7.639,11.454,98.0,27.2
